Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,row_id,row_hash
135366.0,1.98512055269612,0.798210790113078,-1.14593673266724,3.51195677990433,1.04300590855744,-0.0242749816756326,0.527339315419465,-0.201253594146241,-1.40663881924747,1.50029506001781,-1.15171185623004,-0.0102377473006139,0.855193316179165,0.354945515613134,-0.429544584660781,0.955455251807349,-1.04711548616854,-0.65775747127009,-1.37623613877404,-0.203964673636361,-0.170112941646278,-0.554506116349811,0.277028334987563,0.420116899912382,-0.0578550679142121,-0.270871205287426,-0.055648792898415,-0.0425622592153006,5.67,0,203891,c6b233bcbeca57562dc529dd0921141ff0f3b91c
103808.0,-4.51734375344642,2.50022390414582,-4.01392753708116,1.18945163355882,-2.48686063585833,-1.41347553285281,-4.24570662259591,1.26508694822894,1.16882778968781,-4.51390660472333,3.69471123994721,-6.11044323287235,-0.110521636054475,-4.18455528093394,-0.93103463417672,-1.61471832598223,-3.35318018239636,0.236762036968587,0.0038960221310578,-1.05616226010439,1.32694422202396,0.102998961106284,0.508166904438541,-0.278017536127694,0.139721094971637,0.0646100247346309,-0.972358289293076,0.351359561196795,2.27,1,154362,6da57df6d0861257718c2d6c40da399dae7c0490
143434.0,-2.7294819717688,3.31249456257958,-4.24271044395109,5.03698507739508,-0.376561160600044,-1.53246175254658,-3.44915850302961,1.85683931947767,-3.62333368933656,-5.6536376856402,3.94231582587852,-5.8837243606062,-1.34781373713666,-9.26612018494559,-2.4595563246821,-2.20564448269106,-5.70908680498665,-1.11393664017816,-1.55653021213315,0.164287792503557,0.72741506386268,-0.301431744500987,-0.502433327315861,-0.462308576168739,0.510682747439828,0.0466646930679243,0.514645779891103,0.140998673095746,1.0,1,222745,691ee101451906e9b008b0c8e5c383c7f6facd37
61921.0,-0.685259599917819,0.830475413052313,0.947011016900974,0.662648262655467,0.348820521285569,0.223928883408466,0.710611747524776,0.143040238371666,-0.611394050950075,0.20997616900021,1.02240303587292,0.198634600043131,-0.647304633254145,0.605273843506729,0.694164900604574,-0.288590328569973,-0.261072422449843,0.331421342030272,0.462847355917744,0.0558022156845877,0.164417937054633,0.594246456345023,-0.149848449547903,-0.304904179379642,-0.280458844461335,-0.292746252370713,0.337218953131799,0.188987289028409,72.63,0,87644,02b68d8501bb53359776158431bbecf9fb1a9b35
76095.0,-1.15777293429787,1.24733361854808,1.12453756252997,-0.041657176211608,-0.112591967527075,-0.716951682251628,0.223954353667687,-0.701034198654828,-0.173093859986294,0.191917429260117,1.53052742994374,0.225138037822805,-0.992547872982504,-0.117036762696692,0.310313525505835,0.555033434849486,-0.0739255203347361,0.398822972856583,0.112748231223136,-0.111876756610852,0.497829588070322,-0.877134898361259,0.298057339030885,0.439365153516158,-0.146289269584365,0.054581488710252,0.301725528196571,0.116621914450254,1.29,0,120696,448f70e80c6d9a6f3e4bb903ec354d8e6ac0d297
40025.0,-1.10333234785362,1.0631795039841,0.79649463207787,-0.934388287020315,-0.378848131980785,-1.21002255613063,1.09653090128118,0.213990121912929,-0.720047856672215,-0.932644249021293,-0.558614678426359,0.0122204489907506,-0.206880058832245,0.613909505272766,0.234392200323385,0.38716282055317,-0.257045474651726,-0.817440886775437,-0.248495809556288,0.135097471744241,-0.314201716730477,-1.21632181337355,0.283427366951989,0.356553317012461,-0.158172699811155,0.497952058822492,0.0526110155713889,0.0947298771100162,99.98,0,39748,dafbe8bfca58e7aa033e77b83978e79313482c01
144842.0,2.25191370914048,-0.574219489787113,-2.53483627370505,-1.01767443029909,0.269440250470594,-1.37928578772268,0.330358846145404,-0.479897115957692,-1.15241863723298,1.12788604923028,0.581879372287597,-0.574410703858196,-1.08253142804733,0.81196459794197,-1.06787838206742,0.333245020091393,0.296127987344001,-1.13719073147367,1.09399833435915,-0.104411295800628,0.507907589243368,1.46842588137992,-0.271294752252281,-0.316978993526801,0.728670753875796,0.308391286301758,-0.104120522098274,-0.107641431405399,20.0,0,226042,6ecb36e939f9df83a8abbdd58d7f011fb8c53f14
86262.0,-2.19599300742996,0.949721877566511,-0.927169823826782,1.18418345970783,-1.64835694737295,0.167957974813516,0.114717166312525,1.00860612795229,-0.933026151390559,0.0316619140709776,0.995510868898839,0.30673613719868,-1.14182343102603,1.6750594141199,1.19029320327233,-0.266190308550696,0.828942795766978,0.154526195719401,1.53548594837647,-0.677514637985661,0.204555616912797,0.285141937936479,-0.164943461051811,0.0731589001507441,-0.655288187843625,0.465838740703217,-0.834404939474827,-0.0849018172137064,204.47,0,144062,e0ef5c0cdb6ca3d81ddd761e1b5419c31ad6d7a1
48583.0,-0.816561690696292,-1.44931160296335,2.6475799089105,-1.78967839134928,-2.26319452372181,0.676923528660446,-0.527401817026636,0.339656843837263,-1.24126926995237,0.326676992354277,0.153217345721183,0.226927637571252,0.173228550539452,-1.53592873801204,-3.44524028802717,-0.920833792749768,0.919053123559953,0.27009837660384,0.124467528472015,0.0592416226347795,-0.0876856957981195,0.150279154880133,0.318488639660839,0.537198592844477,-0.0291978104871889,-0.32165257005655,0.111733372282023,0.131083253262494,198.99,0,58613,8c5346b83764e66592d581db4050bda2f4c169b3
111019.0,1.99874904323475,-0.461614173898508,-0.592647422257233,0.488367232817916,-0.257919295762602,0.233995616314223,-0.808795439839157,0.0417689037420232,2.93910623666662,-0.519393892199355,-0.85710909818867,-2.80825848916264,0.959365763109305,1.36513006035634,-0.0626368702433907,0.309581674958954,0.011048729147863,0.910165136167127,-0.191523154214873,-0.231387895428073,0.0484292851605088,0.529888595642542,0.0376140212576208,0.0322121658737139,0.0024277741687938,-0.184840860408238,-0.0008640049788629,-0.0423259521174984,29.95,0,157550,c3fbb1a1b80ab06fa47501641313d017d3f2d722
44579.0,-1.57034881023233,1.54755850394676,0.238113329430727,-1.57352803730869,-0.207890142264934,-0.539408642949362,-0.0446443182324924,0.888081277093257,-0.476178791258623,-0.559561806368114,0.27152982380507,0.88318209688416,0.506499536165519,0.660272044748309,-0.353721391379502,1.0805572193564,-0.868637329111056,0.346571890250064,-0.0888843989047266,-0.0250916954862037,0.0207203321607945,-0.150748652367731,-0.114694867503457,-0.44909437914954,-0.108057785553537,0.791869185026477,-0.0301158340103437,0.0903290964202867,0.88,0,50426,9b63e447541abcb42f03b90f5820e2638623613d
52328.0,-0.958914501172434,0.822795055935534,1.47912150069193,-0.134200175650386,0.897212628203897,-0.648718940723225,0.962031389931118,0.0093005486407031,-0.999537701123947,-0.574925008767808,0.759439921254859,0.330760083636551,-0.450409731467634,0.566888713345914,-0.442649034149169,0.367025032954389,-0.924396617592457,0.43489241968505,-0.360203811121631,-0.0329073074824531,0.0781297075471516,0.0139193569666111,-0.380239470608638,-0.0079324771738777,0.759024570232195,-0.439535148631062,-0.0002654969977457,0.0504090033008635,16.8,0,66759,b600b8158715dbb0dba66ea0c6ece4b3bb9c5d92
